,case_type,age,sex,race,is_poor,bond,bond_type,prior_F,prior_M,gini,released,sentence_type,sentence,bond_NA,held_wo_bail,sentence_NA
275,F,28.0,M,B,0.0,,1,6.0,4.0,0.47,0.0,2.0,179.0,True,True,False
276,F,21.0,M,W,0.0,,1,6.0,2.0,0.47,0.0,2.0,300.0,True,True,False
277,F,40.0,M,B,1.0,,1,4.0,2.0,0.47,1.0,2.0,120.0,True,True,False
278,F,19.0,M,B,0.0,,1,1.0,7.0,0.47,0.0,1.0,52.0,True,True,False
279,F,46.0,F,B,0.0,,1,11.0,13.0,0.43,0.0,0.0,30.0,True,True,False
280,F,22.0,F,B,1.0,1000.0,2,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
281,F,45.0,F,W,0.0,2000.0,3,0.0,0.0,0.48,1.0,0.0,12.0,False,False,False
282,F,29.0,F,W,0.0,,1,2.0,6.0,0.48,1.0,1.0,1.97125256673511,True,True,False
283,F,51.0,M,B,1.0,7000.0,2,10.0,10.0,0.5,1.0,1.0,120.0,False,False,False
284,F,27.0,M,B,1.0,,1,9.0,4.0,0.5,0.0,2.0,60.0,True,True,False
285,F,24.0,M,B,0.0,5000.0,2,0.0,5.0,0.5,1.0,4.0,0.0,False,False,True
286,F,49.0,M,B,1.0,,1,4.0,15.0,0.5,0.0,2.0,72.0,True,True,False
287,F,56.0,M,B,0.0,10000.0,2,14.0,5.0,0.42,0.0,1.0,20.0,False,False,False
288,M,24.0,M,B,0.0,10000.0,2,2.0,1.0,0.42,1.0,0.0,12.0,False,False,False
289,F,32.0,M,W,0.0,,1,7.0,2.0,0.42,0.0,2.0,36.0,True,True,False
290,F,24.0,M,W,0.0,,1,1.0,1.0,0.54,1.0,0.0,60.0,True,True,False
291,F,38.0,M,B,0.0,1500.0,2,0.0,4.0,0.54,1.0,1.0,240.0,False,False,False
292,S,27.0,F,B,,,1,0.0,20.0,0.54,0.0,,,True,True,True
293,F,29.0,M,B,0.0,,1,1.0,11.0,0.54,1.0,2.0,192.0,True,True,False
294,F,35.0,M,W,0.0,,1,0.0,1.0,0.47,1.0,1.0,12.0,True,True,False
295,F,47.0,M,B,0.0,,1,7.0,8.0,0.43,0.0,2.0,72.0,True,True,False
296,F,32.0,M,W,0.0,,1,20.0,12.0,0.43,0.0,1.0,702.0,True,True,False
297,F,37.0,M,W,0.0,,1,5.0,3.0,0.52,0.0,2.0,18.0,True,True,False
298,F,37.0,M,W,1.0,,1,12.0,14.0,0.45,0.0,2.0,60.0,True,True,False
299,S,40.0,F,W,0.0,,1,0.0,1.0,0.47,0.0,0.0,0.0,True,True,False
300,F,30.0,M,B,1.0,5000.0,2,2.0,0.0,0.44,1.0,2.0,14.0,False,False,False
301,F,31.0,M,B,1.0,3000.0,3,0.0,0.0,0.44,1.0,0.0,36.0,False,False,False
302,M,48.0,F,B,1.0,1000.0,2,2.0,0.0,0.44,1.0,1.0,6.0,False,False,False
303,F,49.0,M,W,1.0,,1,30.0,9.0,0.44,0.0,2.0,12.0,True,True,False
304,F,22.0,M,W,1.0,5000.0,3,0.0,3.0,0.41,1.0,1.0,6.0,False,False,False
305,F,25.0,M,B,1.0,,1,0.0,5.0,0.43,1.0,4.0,0.0,True,True,True
306,F,28.0,F,W,0.0,1000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
307,M,48.0,F,B,1.0,,1,1.0,2.0,0.41,1.0,4.0,0.0,True,True,True
308,F,21.0,M,W,0.0,,1,0.0,0.0,0.4,0.0,1.0,24.0,True,True,False
309,F,30.0,M,W,1.0,,1,7.0,6.0,0.39,0.0,0.0,0.0,True,True,False
310,M,32.0,M,W,1.0,2500.0,2,0.0,8.0,0.39,1.0,1.0,12.0,False,False,False
311,F,47.0,M,W,1.0,10000.0,3,41.0,14.0,0.39,1.0,0.0,0.0,False,False,False
312,F,33.0,F,W,1.0,,1,11.0,4.0,0.46,1.0,4.0,0.0,True,True,True
313,F,33.0,F,W,1.0,,1,1.0,4.0,0.39,0.0,1.0,120.0,True,True,False
314,F,34.0,M,B,1.0,,1,0.0,1.0,0.46,1.0,4.0,0.0,True,True,True
315,F,41.0,F,W,0.0,,1,5.0,6.0,0.46,0.0,1.0,55.0,True,True,False
316,M,20.0,M,W,0.0,2500.0,3,0.0,1.0,0.45,1.0,0.0,0.328542094455852,False,False,False
317,F,30.0,M,B,0.0,,1,0.0,0.0,0.37,0.0,4.0,0.0,True,True,True
318,F,34.0,F,W,0.0,,1,5.0,6.0,0.38,0.0,0.0,53.0,True,True,False
319,F,39.0,F,W,1.0,,1,15.0,9.0,0.47,1.0,1.0,120.0,True,True,False
320,M,26.0,M,W,1.0,,1,0.0,0.0,0.5,1.0,4.0,0.0,True,True,True
321,F,23.0,M,B,1.0,4000.0,2,1.0,3.0,0.39,1.0,4.0,0.0,False,False,True
322,F,24.0,M,W,0.0,,1,4.0,2.0,0.44,0.0,4.0,0.0,True,True,True
323,F,22.0,M,B,0.0,,1,0.0,0.0,0.38,0.0,4.0,0.0,True,True,True
324,,52.0,M,W,0.0,2500.0,3,4.0,2.0,0.38,1.0,1.0,5.91375770020534,False,False,False
325,M,35.0,F,W,1.0,,1,0.0,4.0,0.38,1.0,1.0,0.985626283367556,True,True,False
326,F,27.0,M,W,0.0,,1,0.0,2.0,0.38,1.0,0.0,11.9055441478439,True,True,False
327,F,23.0,F,W,0.0,,1,0.0,0.0,0.38,1.0,0.0,36.0,True,True,False
328,F,66.0,M,W,0.0,,1,0.0,3.0,0.43,0.0,4.0,0.0,True,True,True
329,M,55.0,M,W,1.0,500.0,3,0.0,1.0,0.43,1.0,0.0,0.0,False,False,False
330,S,35.0,M,W,0.0,0.0,4,9.0,1.0,0.42,1.0,0.0,0.0,False,False,False
331,F,52.0,M,B,0.0,,1,4.0,3.0,0.42,0.0,0.0,114.0,True,True,False
332,F,29.0,F,W,1.0,,1,8.0,0.0,0.44,0.0,0.0,0.0,True,True,False
333,F,39.0,F,W,1.0,,1,2.0,1.0,0.39,0.0,2.0,30.0,True,True,False
334,F,51.0,M,W,1.0,,1,5.0,1.0,0.39,1.0,0.0,35.0061601642711,True,True,False
335,M,25.0,M,W,0.0,7500.0,2,2.0,1.0,0.37,1.0,0.0,2.0,False,False,False
336,F,22.0,F,B,0.0,1000.0,3,0.0,0.0,0.39,1.0,0.0,36.0,False,False,False
337,F,25.0,F,W,0.0,,1,3.0,3.0,0.4,0.0,1.0,108.0,True,True,False
338,M,18.0,M,W,1.0,500.0,2,1.0,0.0,0.46,1.0,4.0,0.0,False,False,True
339,F,31.0,M,W,0.0,,1,9.0,8.0,0.48,0.0,0.0,0.0,True,True,False
340,F,41.0,M,W,0.0,,1,4.0,0.0,0.45,1.0,1.0,0.328542094455852,True,True,False
341,F,58.0,M,W,0.0,,1,8.0,12.0,0.45,0.0,1.0,8.0,True,True,False
342,M,52.0,M,B,,5000.0,3,2.0,6.0,0.41,1.0,4.0,0.0,False,False,True
343,M,51.0,M,B,0.0,1500.0,3,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
344,F,29.0,M,W,1.0,,1,6.0,1.0,0.41,0.0,2.0,68.0,True,True,False
345,F,42.0,F,W,0.0,,1,3.0,6.0,0.41,0.0,2.0,36.0,True,True,False
346,F,33.0,M,B,1.0,,1,12.0,1.0,0.41,0.0,2.0,48.0,True,True,False
347,M,27.0,M,B,0.0,,1,0.0,3.0,0.41,0.0,1.0,0.657084188911704,True,True,False
348,F,25.0,F,W,0.0,,1,9.0,1.0,0.43,0.0,2.0,48.0,True,True,False
349,F,25.0,F,B,1.0,,1,0.0,0.0,0.48,0.0,1.0,46.6242299794661,True,True,False
350,F,46.0,M,B,1.0,,1,6.0,5.0,0.43,0.0,0.0,102.0,True,True,False
351,M,29.0,F,W,0.0,2500.0,2,1.0,5.0,0.43,1.0,0.0,0.0,False,False,False
352,F,32.0,M,W,0.0,,1,2.0,4.0,0.48,0.0,1.0,12.0,True,True,False
353,F,32.0,M,W,0.0,,1,1.0,2.0,0.48,0.0,2.0,12.0,True,True,False
354,M,32.0,M,B,0.0,2500.0,3,0.0,8.0,0.43,1.0,0.0,0.0,False,False,False
355,F,37.0,M,B,1.0,,1,0.0,5.0,0.43,0.0,1.0,12.0,True,True,False
356,F,43.0,M,B,0.0,,1,8.0,20.0,0.49,0.0,0.0,120.0,True,True,False
357,F,46.0,M,W,0.0,,1,12.0,14.0,0.49,0.0,2.0,65.0,True,True,False
358,F,64.0,M,W,0.0,,1,18.0,7.0,0.49,0.0,1.0,200.0,True,True,False
359,M,34.0,M,W,0.0,,1,7.0,9.0,0.42,0.0,4.0,0.0,True,True,True
360,F,40.0,M,W,0.0,50000.0,3,0.0,0.0,0.54,1.0,4.0,0.0,False,False,True
361,F,47.0,M,B,0.0,500.0,2,8.0,6.0,0.54,1.0,0.0,57.0,False,False,False
362,F,33.0,M,B,1.0,,1,1.0,4.0,0.54,0.0,4.0,0.0,True,True,True
363,F,28.0,M,B,0.0,,1,3.0,2.0,0.54,0.0,0.0,60.0,True,True,False
364,F,39.0,M,B,1.0,,1,2.0,12.0,0.54,0.0,4.0,0.0,True,True,True
365,F,59.0,M,W,0.0,500.0,3,0.0,0.0,0.54,1.0,4.0,0.0,False,False,True
366,M,25.0,M,W,0.0,2000.0,3,0.0,0.0,0.54,1.0,0.0,12.0,False,False,False
367,F,24.0,M,B,0.0,,1,2.0,2.0,0.54,0.0,4.0,0.0,True,True,True
368,F,42.0,M,W,0.0,5000.0,2,3.0,11.0,0.44,0.0,1.0,2.95687885010267,False,False,False
369,F,21.0,M,W,0.0,,1,1.0,0.0,0.44,1.0,1.0,2.0,True,True,False
370,F,29.0,M,B,1.0,,1,2.0,1.0,0.44,0.0,1.0,24.3285420944559,True,True,False
371,F,29.0,F,W,1.0,1000.0,2,0.0,0.0,0.43,1.0,1.0,60.0,False,False,False
372,F,25.0,M,B,0.0,1000.0,2,0.0,1.0,0.43,1.0,0.0,60.0,False,False,False
373,S,23.0,M,B,0.0,1000.0,2,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
374,F,32.0,M,W,0.0,,1,8.0,0.0,0.43,0.0,1.0,60.0,True,True,False
375,M,29.0,F,W,1.0,2000.0,2,0.0,2.0,0.42,1.0,1.0,12.1642710472279,False,False,False
376,F,26.0,M,B,0.0,,1,2.0,2.0,0.42,0.0,0.0,0.0,True,True,False
377,S,20.0,M,B,1.0,3000.0,3,0.0,3.0,0.42,1.0,4.0,0.0,False,False,True
378,S,29.0,M,W,0.0,2500.0,2,5.0,13.0,0.42,1.0,4.0,0.0,False,False,True
379,F,27.0,M,W,0.0,,1,4.0,1.0,0.43,0.0,2.0,117.0,True,True,False
380,M,44.0,F,B,0.0,,1,0.0,2.0,0.52,1.0,1.0,6.0,True,True,False
381,F,34.0,M,W,1.0,,1,3.0,5.0,0.52,0.0,1.0,81.4928131416838,True,True,False
382,F,30.0,F,W,1.0,,1,1.0,2.0,0.45,0.0,1.0,22.4928131416838,True,True,False
383,F,39.0,M,B,1.0,,1,0.0,4.0,0.44,1.0,0.0,12.0,True,True,False
384,M,33.0,M,B,1.0,,1,4.0,4.0,0.44,0.0,4.0,0.0,True,True,True
385,F,51.0,F,B,,,1,2.0,0.0,0.44,1.0,4.0,0.0,True,True,True
386,M,43.0,M,B,0.0,2500.0,3,0.0,0.0,0.44,1.0,0.0,6.0,False,False,False
387,F,35.0,F,W,1.0,5000.0,2,0.0,1.0,0.44,1.0,0.0,24.0,False,False,False
388,F,61.0,M,W,0.0,,1,9.0,2.0,0.43,0.0,0.0,0.0,True,True,False
389,F,42.0,F,W,1.0,,1,7.0,2.0,0.44,0.0,2.0,1980.0,True,True,False
390,F,47.0,M,B,0.0,5000.0,3,1.0,0.0,0.41,1.0,0.0,84.0,False,False,False
391,M,26.0,M,W,1.0,5000.0,2,0.0,0.0,0.41,1.0,1.0,3.6570841889117,False,False,False
392,F,30.0,M,W,1.0,2500.0,2,2.0,4.0,0.42,0.0,2.0,56.0,False,False,False
393,F,24.0,M,W,,,1,2.0,4.0,0.42,0.0,0.0,0.0,True,True,False
394,M,30.0,M,B,1.0,1000.0,2,5.0,0.0,0.42,1.0,4.0,0.0,False,False,True
395,M,43.0,M,W,1.0,,1,2.0,6.0,0.42,0.0,1.0,10.0,True,True,False
396,F,31.0,M,W,0.0,,1,0.0,0.0,0.44,0.0,1.0,36.0,True,True,False
397,M,39.0,M,W,0.0,5000.0,3,0.0,0.0,0.44,1.0,1.0,6.0,False,False,False
398,S,37.0,M,B,0.0,,1,1.0,5.0,0.49,0.0,1.0,2.79260780287474,True,True,False
399,F,20.0,M,B,0.0,,1,1.0,0.0,0.41,0.0,2.0,54.0,True,True,False
400,M,55.0,M,B,1.0,,1,2.0,3.0,0.4,1.0,4.0,0.0,True,True,True
401,S,39.0,F,W,0.0,1500.0,2,0.0,1.0,0.39,1.0,4.0,0.0,False,False,True
402,S,23.0,M,W,0.0,2000.0,3,0.0,6.0,0.39,1.0,4.0,0.0,False,False,True
403,M,52.0,F,B,1.0,3500.0,2,0.0,0.0,0.46,1.0,4.0,0.0,False,False,True
404,F,26.0,M,B,0.0,,1,4.0,3.0,0.46,0.0,1.0,120.0,True,True,False
405,F,27.0,M,W,0.0,9000.0,2,0.0,0.0,0.46,1.0,1.0,56.0,False,False,False
406,M,26.0,M,B,0.0,3000.0,3,0.0,1.0,0.41,1.0,0.0,0.0,False,False,False
407,F,37.0,M,B,0.0,,1,0.0,5.0,0.37,0.0,1.0,1.0,True,True,False
408,F,32.0,M,W,0.0,,1,1.0,4.0,0.48,0.0,2.0,47.0,True,True,False
409,F,33.0,M,W,0.0,5000.0,3,0.0,1.0,0.38,1.0,4.0,0.0,False,False,True
410,S,26.0,M,W,0.0,,1,0.0,0.0,0.46,0.0,4.0,0.0,True,True,True
411,F,33.0,M,W,1.0,,1,3.0,3.0,0.47,0.0,2.0,120.0,True,True,False
412,F,25.0,M,W,1.0,8000.0,3,0.0,3.0,0.38,1.0,4.0,0.0,False,False,True
413,F,34.0,M,W,1.0,,1,3.0,4.0,0.38,0.0,2.0,18.0,True,True,False
414,F,40.0,M,W,0.0,,1,12.0,8.0,0.43,0.0,1.0,3.0,True,True,False
415,F,50.0,F,W,0.0,,1,4.0,2.0,0.43,0.0,2.0,18.0,True,True,False
416,F,38.0,M,W,1.0,,1,6.0,3.0,0.43,0.0,1.0,9.0,True,True,False
417,F,37.0,F,W,1.0,,1,2.0,11.0,0.43,0.0,1.0,9.0,True,True,False
418,F,38.0,M,W,0.0,,1,6.0,8.0,0.43,0.0,1.0,6.0,True,True,False
419,F,39.0,F,W,1.0,,1,15.0,6.0,0.43,1.0,1.0,10.0,True,True,False
420,M,24.0,M,B,0.0,,1,0.0,0.0,0.42,0.0,0.0,0.0,True,True,False
421,M,46.0,F,W,1.0,2500.0,3,0.0,5.0,0.44,1.0,1.0,9.0,False,False,False
422,F,41.0,F,W,0.0,,1,2.0,1.0,0.44,0.0,1.0,6.0,True,True,False
423,F,33.0,F,W,1.0,2500.0,2,10.0,0.0,0.46,1.0,1.0,2.95687885010267,False,False,False
424,F,39.0,M,W,1.0,,1,4.0,1.0,0.46,0.0,1.0,6.0,True,True,False
425,F,31.0,M,W,0.0,,1,6.0,10.0,0.46,0.0,2.0,18.0,True,True,False
426,F,62.0,M,B,1.0,4000.0,2,0.0,3.0,0.42,1.0,0.0,72.0,False,False,False
427,F,45.0,F,W,1.0,1000.0,2,0.0,0.0,0.39,1.0,0.0,120.0,False,False,False
428,F,25.0,M,B,1.0,,1,1.0,2.0,0.39,0.0,2.0,22.0,True,True,False
429,F,33.0,M,W,1.0,,1,2.0,4.0,0.37,0.0,2.0,240.0,True,True,False
430,F,24.0,M,B,0.0,,1,1.0,7.0,0.37,0.0,2.0,12.0,True,True,False
431,F,24.0,M,B,0.0,,1,3.0,2.0,0.37,0.0,1.0,4.0,True,True,False
432,F,44.0,M,W,0.0,,1,0.0,3.0,0.45,0.0,2.0,72.0,True,True,False
433,M,44.0,M,W,1.0,,1,13.0,10.0,0.45,1.0,1.0,6.0,True,True,False
434,F,42.0,M,W,0.0,,1,2.0,3.0,0.48,0.0,1.0,6.0,True,True,False
435,F,24.0,F,W,0.0,,1,3.0,0.0,0.45,0.0,1.0,4.0,True,True,False
436,F,34.0,F,W,1.0,15000.0,3,0.0,0.0,0.52,1.0,2.0,120.0,False,False,False
437,F,45.0,M,W,1.0,,1,16.0,6.0,0.52,0.0,2.0,93.0,True,True,False
438,F,67.0,M,W,0.0,,1,0.0,0.0,0.41,1.0,0.0,24.0,True,True,False
439,F,51.0,M,B,0.0,,1,2.0,4.0,0.41,0.0,2.0,102.0,True,True,False
440,F,22.0,M,W,0.0,,1,0.0,0.0,0.41,0.0,2.0,1500.0,True,True,False
441,F,49.0,M,B,0.0,,1,0.0,0.0,0.41,1.0,0.0,12.0,True,True,False
442,F,32.0,M,W,1.0,,1,6.0,8.0,0.41,0.0,2.0,40.0,True,True,False
443,F,38.0,F,B,0.0,,1,3.0,7.0,0.41,0.0,2.0,24.0,True,True,False
444,F,52.0,M,B,0.0,,1,11.0,9.0,0.48,0.0,2.0,284.0,True,True,False
445,F,26.0,M,B,1.0,,1,0.0,2.0,0.48,0.0,1.0,12.0,True,True,False
446,S,24.0,M,B,0.0,2500.0,2,0.0,2.0,0.43,0.0,4.0,0.0,False,False,True
447,M,38.0,M,B,1.0,,1,8.0,5.0,0.48,1.0,0.0,0.985626283367556,True,True,False
448,M,45.0,M,B,0.0,,1,3.0,13.0,0.49,0.0,1.0,11.0,True,True,False
449,M,29.0,M,B,,2500.0,3,8.0,3.0,0.49,1.0,4.0,0.0,False,False,True
450,F,53.0,M,B,0.0,,1,10.0,9.0,0.49,0.0,0.0,118.0,True,True,False
451,F,43.0,M,B,0.0,5000.0,3,10.0,5.0,0.49,1.0,0.0,102.0,False,False,False
452,F,50.0,M,B,0.0,10000.0,2,0.0,0.0,0.49,1.0,4.0,0.0,False,False,True
453,F,30.0,M,B,0.0,,1,11.0,10.0,0.49,0.0,2.0,30.0,True,True,False
454,F,32.0,F,B,0.0,,1,4.0,0.0,0.5,1.0,0.0,0.0,True,True,False
455,F,40.0,M,B,0.0,,1,8.0,0.0,0.42,1.0,4.0,0.0,True,True,True
456,F,31.0,M,B,0.0,1500.0,3,0.0,0.0,0.54,1.0,4.0,0.0,False,False,True
457,F,22.0,M,B,1.0,,1,0.0,3.0,0.54,0.0,1.0,60.0,True,True,False
458,F,36.0,M,B,1.0,,1,3.0,8.0,0.54,0.0,2.0,300.0,True,True,False
459,F,59.0,F,B,1.0,1500.0,3,0.0,0.0,0.54,1.0,4.0,0.0,False,False,True
460,F,51.0,M,B,1.0,1500.0,2,0.0,10.0,0.54,1.0,4.0,0.0,False,False,True
461,F,33.0,M,W,0.0,,1,0.0,1.0,0.54,1.0,0.0,60.0,True,True,False
462,F,37.0,M,W,1.0,1500.0,2,5.0,7.0,0.47,0.0,1.0,12.0,False,False,False
463,F,30.0,M,W,0.0,,1,0.0,8.0,0.44,0.0,4.0,0.0,True,True,True
464,S,59.0,M,W,1.0,1500.0,2,2.0,4.0,0.43,1.0,4.0,0.0,False,False,True
465,F,50.0,M,B,1.0,7500.0,2,8.0,4.0,0.43,1.0,2.0,42.0,False,False,False
466,M,36.0,M,B,,,1,0.0,1.0,0.42,1.0,4.0,0.0,True,True,True
467,S,19.0,M,W,0.0,,1,0.0,0.0,0.43,0.0,4.0,0.0,True,True,True
468,S,50.0,M,B,1.0,,1,2.0,2.0,0.47,1.0,4.0,0.0,True,True,True
469,M,40.0,F,B,1.0,3000.0,3,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
470,F,21.0,F,B,1.0,5000.0,2,0.0,1.0,0.44,1.0,4.0,0.0,False,False,True
471,F,28.0,M,W,1.0,,1,1.0,1.0,0.44,1.0,4.0,0.0,True,True,True
472,S,34.0,M,W,1.0,,1,2.0,4.0,0.44,1.0,4.0,0.0,True,True,True
473,M,31.0,M,W,1.0,1500.0,3,0.0,8.0,0.43,1.0,0.0,12.0,False,False,False
474,F,34.0,F,W,1.0,2500.0,2,0.0,0.0,0.43,1.0,0.0,6.0,False,False,False
475,F,24.0,M,W,0.0,,1,3.0,6.0,0.45,0.0,2.0,120.0,True,True,False
476,F,65.0,M,W,0.0,1500.0,2,0.0,3.0,0.45,1.0,1.0,60.0,False,False,False
477,M,38.0,M,B,0.0,8000.0,2,0.0,0.0,0.44,1.0,1.0,0.985626283367556,False,False,False
478,F,36.0,M,W,0.0,,1,3.0,12.0,0.44,0.0,2.0,24.0,True,True,False
479,M,26.0,F,W,0.0,2000.0,3,0.0,3.0,0.5,1.0,1.0,0.328542094455852,False,False,False
480,F,28.0,M,B,0.0,,1,3.0,4.0,0.41,0.0,4.0,0.0,True,True,True
481,F,56.0,M,W,0.0,,1,2.0,0.0,0.41,1.0,1.0,60.0,True,True,False
482,F,39.0,M,W,0.0,1000.0,2,20.0,19.0,0.41,1.0,4.0,0.0,False,False,True
483,S,40.0,M,W,0.0,3000.0,3,0.0,6.0,0.42,1.0,4.0,0.0,False,False,True
484,F,40.0,M,B,1.0,,1,2.0,4.0,0.42,0.0,2.0,480.0,True,True,False
485,F,21.0,F,W,1.0,1000.0,3,0.0,1.0,0.41,1.0,0.0,6.0,False,False,False
486,F,22.0,M,W,1.0,1000.0,3,0.0,0.0,0.41,1.0,0.0,12.0,False,False,False
487,F,25.0,F,W,0.0,5000.0,3,0.0,0.0,0.44,1.0,4.0,0.0,False,False,True
488,F,20.0,M,W,1.0,2500.0,3,0.0,0.0,0.39,1.0,0.0,24.0,False,False,False
489,F,36.0,M,W,0.0,,1,8.0,3.0,0.4,0.0,2.0,162.0,True,True,False
490,F,25.0,M,W,0.0,,1,4.0,2.0,0.4,0.0,2.0,156.0,True,True,False
491,M,28.0,M,W,0.0,1000.0,3,0.0,0.0,0.4,1.0,4.0,0.0,False,False,True
492,F,27.0,M,B,0.0,,1,3.0,1.0,0.4,0.0,4.0,0.0,True,True,True
493,F,25.0,F,B,0.0,,1,2.0,2.0,0.44,0.0,1.0,2.95687885010267,True,True,False
494,F,33.0,M,B,1.0,,1,1.0,7.0,0.46,1.0,4.0,0.0,True,True,True
495,F,35.0,M,B,0.0,,1,10.0,22.0,0.46,0.0,2.0,47.2956878850103,True,True,False
496,S,35.0,F,B,0.0,,1,0.0,1.0,0.46,1.0,4.0,0.0,True,True,True
497,F,29.0,F,W,0.0,,1,0.0,0.0,0.46,1.0,0.0,12.0,True,True,False
498,S,37.0,M,W,,,1,1.0,4.0,0.46,0.0,,,True,True,True
499,F,49.0,M,B,1.0,,1,8.0,11.0,0.46,1.0,4.0,0.0,True,True,True
500,M,42.0,M,W,1.0,2500.0,2,4.0,12.0,0.45,1.0,0.0,0.0,False,False,False
501,M,21.0,M,W,1.0,,1,0.0,0.0,0.47,1.0,4.0,0.0,True,True,True
502,F,21.0,M,W,1.0,5000.0,2,1.0,0.0,0.38,1.0,0.0,60.0,False,False,False
503,F,45.0,M,W,0.0,,1,9.0,6.0,0.5,0.0,1.0,18.0,True,True,False
504,M,46.0,M,W,1.0,,1,0.0,0.0,0.5,1.0,0.0,2.0,True,True,False
505,F,44.0,M,W,0.0,,1,2.0,7.0,0.5,0.0,2.0,105.0,True,True,False
506,F,43.0,M,W,1.0,3000.0,3,0.0,5.0,0.39,1.0,4.0,0.0,False,False,True
507,F,22.0,M,W,1.0,5000.0,2,0.0,3.0,0.39,1.0,1.0,24.0,False,False,False
508,F,24.0,M,B,1.0,,1,1.0,2.0,0.39,0.0,1.0,60.0,True,True,False
509,F,43.0,M,W,1.0,2500.0,2,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
510,F,35.0,M,B,1.0,,1,11.0,19.0,0.43,0.0,4.0,0.0,True,True,True
511,F,22.0,M,W,0.0,1000.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
512,F,36.0,M,B,0.0,,1,2.0,1.0,0.47,0.0,1.0,51.0,True,True,False
513,F,49.0,M,W,1.0,1000.0,2,4.0,1.0,0.47,1.0,0.0,36.0,False,False,False
514,F,38.0,M,W,0.0,,1,0.0,0.0,0.47,0.0,0.0,0.0,True,True,False
515,F,40.0,F,W,1.0,,1,1.0,1.0,0.42,0.0,4.0,0.0,True,True,True
516,M,39.0,F,W,0.0,,1,0.0,26.0,0.44,0.0,1.0,2.95687885010267,True,True,False
517,F,26.0,F,B,0.0,,1,5.0,3.0,0.46,0.0,1.0,0.328542094455852,True,True,False
518,M,50.0,M,B,0.0,,1,0.0,4.0,0.39,1.0,0.0,0.0,True,True,False
519,F,29.0,F,B,,12000.0,2,8.0,6.0,0.37,1.0,2.0,12.0,False,False,False
520,F,54.0,F,W,1.0,,1,1.0,2.0,0.37,0.0,1.0,60.0,True,True,False
521,S,20.0,F,W,0.0,3500.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
522,F,20.0,M,W,0.0,2500.0,2,1.0,1.0,0.45,1.0,0.0,6.0,False,False,False
523,F,33.0,M,W,0.0,,1,3.0,12.0,0.46,1.0,1.0,12.1642710472279,True,True,False
524,F,20.0,M,W,0.0,,1,0.0,3.0,0.38,0.0,4.0,0.0,True,True,True
525,S,27.0,M,B,0.0,1200.0,3,0.0,0.0,0.41,1.0,4.0,0.0,False,False,True
526,F,49.0,M,B,1.0,,1,10.0,4.0,0.41,0.0,1.0,246.0,True,True,False
527,F,31.0,M,B,1.0,1000.0,2,4.0,4.0,0.41,1.0,0.0,29.0,False,False,False
528,F,51.0,M,W,0.0,,1,13.0,1.0,0.41,1.0,4.0,0.0,True,True,True
529,F,33.0,M,B,0.0,,1,1.0,6.0,0.41,0.0,4.0,0.0,True,True,True
530,S,21.0,M,B,0.0,1000.0,3,0.0,5.0,0.43,1.0,4.0,0.0,False,False,True
531,F,28.0,M,B,0.0,,1,4.0,0.0,0.48,0.0,1.0,75.0,True,True,False
532,M,25.0,M,B,1.0,3000.0,2,4.0,3.0,0.47,1.0,1.0,0.328542094455852,False,False,False
533,F,34.0,M,W,1.0,3000.0,3,0.0,2.0,0.43,1.0,4.0,0.0,False,False,True
534,F,58.0,M,B,0.0,,1,30.0,17.0,0.43,0.0,1.0,36.0,True,True,False
535,F,48.0,M,B,1.0,,1,6.0,5.0,0.5,1.0,2.0,42.0,True,True,False
536,F,32.0,M,B,0.0,,1,10.0,0.0,0.5,0.0,2.0,324.0,True,True,False
537,F,48.0,M,B,0.0,,1,2.0,14.0,0.49,0.0,1.0,48.0,True,True,False
538,F,40.0,M,W,1.0,,1,0.0,0.0,0.49,0.0,2.0,240.0,True,True,False
539,S,49.0,M,B,,,1,20.0,6.0,0.42,0.0,4.0,0.0,True,True,True
540,F,51.0,M,B,1.0,,1,14.0,20.0,0.42,0.0,2.0,42.0,True,True,False
541,F,36.0,M,B,0.0,,1,11.0,4.0,0.42,0.0,2.0,18.0,True,True,False
542,F,28.0,M,B,0.0,,1,6.0,11.0,0.42,0.0,2.0,36.0,True,True,False
543,F,33.0,M,W,0.0,,1,1.0,4.0,0.42,1.0,0.0,120.0,True,True,False
544,S,26.0,M,B,1.0,5000.0,3,1.0,1.0,0.42,1.0,4.0,0.0,False,False,True
545,M,33.0,M,B,0.0,2500.0,2,0.0,14.0,0.42,0.0,0.0,0.0,False,False,False
546,F,39.0,M,B,0.0,,1,5.0,4.0,0.54,0.0,2.0,12.0,True,True,False
547,F,27.0,M,B,1.0,,1,1.0,0.0,0.54,1.0,1.0,12.0,True,True,False
548,F,40.0,M,B,0.0,,1,4.0,3.0,0.54,0.0,2.0,360.0,True,True,False
549,F,53.0,M,B,0.0,,1,6.0,9.0,0.54,0.0,1.0,6.0,True,True,False
